Issue number,Title,body,Date created,Date modified,Labels,Milestone,Status,Assignee,Reporter
61,Add Offer,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Closed Confirmed Low Minor Naveen UX ,None,open,None,rameshsankar-appointe2e
60,Add New Services,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Confirmed Low Move to Live Ragul Text UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
59,Add Discount,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Closed Confirmed Medium Minor Naveen UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
58,Add New Branch / Location,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-25-2016 Bug Chrome Confirmed Low Ragul Reopen Text UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
57,Branch / Location List,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Confirmed Low Minor Move to Live Ragul UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
56,Business Details,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Closed Confirmed Development Medium Minor Ragul ,None,open,None,rameshsankar-appointe2e
55,Biz setup step 4,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Confirmed Low Minor Move to Live Naveen UX ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
54,Add Offer,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-17-2016 Bug Chrome Closed Confirmed Development High Major Naveen ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
53,Add Offer,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-7-2016 Bug Chrome Confirmed Low Naveen Open Text UX ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
52,Business Details,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-17-2016 Bug Chrome Closed Confirmed Development High Minor Ragul ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
51,Add Offer,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-17-2016 Bug Chrome Closed Confirmed Development Major Medium Naveen ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
50,Add Offer,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-17-2016 Bug Chrome Confirmed Low Minor Naveen Open UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
49,Add Gift Certificate,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-22-2016 Arun Bug Chrome Closed Confirmed Development Medium Minor ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
48,Business Details,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Arun Bug Chrome Closed Confirmed Low Text UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
47,Biz setup step 2,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-28-2016 Bug Chrome Confirmed Low Ragul Reopen Text UX ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
46,Biz setup step 1,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-28-2016 Bug Chrome Confirmed Development High Major Ragul Reopen ,None,open,ragul-appointe2e,rameshsankar-appointe2e
45,To do Assist,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Bug Chrome Closed Confirmed Medium Minor Ragul UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
44,Registration,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Bug Chrome Closed Confirmed High Major Ragul UX ,None,open,None,rameshsankar-appointe2e
43,Registration,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Bug Chrome Confirmed Low Move to Live Ragul Trivial UI ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
42,Registration,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-17-2016 Bug Chrome Confirmed Low Move to Live Ragul Text UX ,None,open,ragul-appointe2e,rameshsankar-appointe2e
41,Appointment & meetings,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Arun Bug Chrome Closed Confirmed Development Medium Minor ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
40,Appointment & meetings,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Arun Block Bug Chrome Closed Confirmed Development High ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
39,Appointment & meetings,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-24-2016 Arun Bug Chrome Confirmed Development High Major Open ,None,open,ragul-appointe2e,rameshsankar-appointe2e
38,Login Page,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,11-5-2016 Arun Block Chrome Confirmed Development Feature High Hold ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
37,To do Assist,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,10-25-2016 Bug Chrome Confirmed Development High Minor Move to Live Ragul ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
36,To do Assist,,30/Nov/16  2:51 PM,30/Nov/16  2:51 PM,10-25-2016 Bug Chrome Confirmed Development High Minor Move to Live Ragul ,None,open,ragul-appointe2e,rameshsankar-appointe2e
35,To do Assist,,30/Nov/16  5:32 AM,30/Nov/16  5:32 AM,10-25-2016 Bug Chrome Confirmed Development High Minor Move to Live Ragul ,None,open,ragul-appointe2e,rameshsankar-appointe2e
34,To do Assist,,30/Nov/16  5:28 AM,30/Nov/16  5:28 AM,10-25-2016 Bug Chrome Confirmed Development High Minor Move to Live Ragul ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
33,To do Assist,,29/Nov/16  2:21 PM,29/Nov/16  2:21 PM,10-25-2016 Bug Chrome Confirmed Development High Minor Move to Live Ragul ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
32,To do Assist,,29/Nov/16  2:13 PM,29/Nov/16  2:13 PM,10-25-2016 Chrome Ragul ,None,open,None,rameshsankar-appointe2e
31,Test 2,This is the test 2 desc,29/Nov/16  1:59 PM,29/Nov/16  1:59 PM,Bug Feature Improvement ,None,open,None,rameshsankar-appointe2e
30,Test 30,This is the test 30 desc,29/Nov/16  1:35 PM,29/Nov/16  1:35 PM,Bug Feature Improvement ,None,open,None,rameshsankar-appointe2e
29,Test 29,This is the test 29 desc,29/Nov/16  1:34 PM,29/Nov/16  1:34 PM,Bug Feature Improvement ,None,open,None,rameshsankar-appointe2e
28,Test 28,This is the test 28 desc,29/Nov/16  1:31 PM,29/Nov/16  1:31 PM,Bug Development Feature ,None,open,None,rameshsankar-appointe2e
27,Test 27,This is the test 27 desc,29/Nov/16  1:27 PM,29/Nov/16  1:27 PM,Bug Feature Improvement ,None,open,None,rameshsankar-appointe2e
26,Test 24,This is the test 24 desc,29/Nov/16  9:10 AM,29/Nov/16  9:10 AM,Feature ,None,open,None,rameshsankar-appointe2e
25,Test 24,This is the test 24 desc,29/Nov/16  9:09 AM,29/Nov/16  9:09 AM,Feature ,None,open,None,rameshsankar-appointe2e
24,Test 24,This is the test 24 desc,28/Nov/16  2:25 PM,28/Nov/16  2:25 PM,Feature ,None,open,None,rameshsankar-appointe2e
23,Test 23,This is the test12 desc,28/Nov/16  2:13 PM,28/Nov/16  2:13 PM,Feature ,None,open,None,rameshsankar-appointe2e
22,Test 22,This is the test12 desc,28/Nov/16  2:10 PM,28/Nov/16  2:10 PM,Bug ,None,open,None,rameshsankar-appointe2e
21,Test 22,This is the test12 desc,28/Nov/16  2:06 PM,28/Nov/16  2:06 PM,Bug ,None,open,None,rameshsankar-appointe2e
20,Test 22,This is the test12 desc,28/Nov/16  1:58 PM,28/Nov/16  1:58 PM,Bug ,None,open,None,rameshsankar-appointe2e
19,Test 18,This is the test18 desc,28/Nov/16  1:47 PM,28/Nov/16  1:47 PM,Feature ,None,open,None,rameshsankar-appointe2e
18,Test 18,This is the test18 desc,28/Nov/16  1:46 PM,28/Nov/16  1:46 PM,Bug ,None,open,None,rameshsankar-appointe2e
17,Test 5,This is the test5 desc,28/Nov/16  1:41 PM,28/Nov/16  1:41 PM,Improvement ,None,open,None,rameshsankar-appointe2e
16,Test 4,This is the test4 desc,28/Nov/16  1:41 PM,28/Nov/16  1:41 PM,Development ,None,open,None,rameshsankar-appointe2e
15,Test 3,This is the test3 desc,28/Nov/16  1:41 PM,28/Nov/16  1:41 PM,Improvement ,None,open,None,rameshsankar-appointe2e
14,Test 2,This is the test2 desc,28/Nov/16  1:41 PM,28/Nov/16  1:41 PM,Feature ,None,open,None,rameshsankar-appointe2e
13,Test 1,This is the test1 desc,28/Nov/16  1:41 PM,28/Nov/16  1:41 PM,Bug ,None,open,None,rameshsankar-appointe2e
12,Test 12,This is the test12 desc,28/Nov/16 11:47 AM,28/Nov/16 12:25 PM,Bug Hold Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
11,Test 11,This is the test11 desc,28/Nov/16 11:47 AM,28/Nov/16 12:26 PM,Bug Hold Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
10,Test 3,This is the test3 desc,28/Nov/16 11:47 AM,28/Nov/16 11:47 AM,Bug Hold Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
9,Test 2,This is the test2 desc,28/Nov/16 11:47 AM,28/Nov/16 11:47 AM,Bug Feature Hold ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
8,Test 1,This is the test1 desc,28/Nov/16 11:47 AM,28/Nov/16 11:47 AM,Feature Hold Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
7,Test 4,This is the test3 desc,28/Nov/16 11:45 AM,28/Nov/16 11:45 AM,Bug Enhancement Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
6,Test 4,This is the test3 desc,28/Nov/16 11:45 AM,28/Nov/16 11:45 AM,Bug Enhancement Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
5,Test 3,This is the test3 desc,28/Nov/16 11:45 AM,28/Nov/16 11:45 AM,Bug Enhancement Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
4,Test 2,This is the test2 desc,28/Nov/16 11:45 AM,28/Nov/16 11:45 AM,Bug Feature Question ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
3,Test 1,This is the test1 desc,28/Nov/16 11:45 AM,28/Nov/16 11:45 AM,Bug Feature Improvement ,None,open,rameshsankar-appointe2e,rameshsankar-appointe2e
2,Test 2,"",28/Nov/16  9:48 AM,28/Nov/16  9:48 AM,Bug ,Milestone1,open,rameshsankar-appointe2e,rameshsankar-appointe2e
